Time(HH:MM:SS),Time(ms),Level,Message,Logger Name,Thread ID
2025-02-13 11:12:19,812,INFO,Program Started,root,8363511616
2025-02-13 11:12:21,413,DEBUG,matplotlib data path: /opt/homebrew/Caskroom/miniforge/base/envs/moscow/lib/python3.11/site-packages/matplotlib/mpl-data,matplotlib,8363511616
2025-02-13 11:12:21,416,DEBUG,CONFIGDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-13 11:12:21,417,DEBUG,interactive is False,matplotlib,8363511616
2025-02-13 11:12:21,418,DEBUG,platform is darwin,matplotlib,8363511616
2025-02-13 11:12:21,477,DEBUG,CACHEDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-13 11:12:21,478,DEBUG,Using fontManager instance from /Users/kadenstillwagon/.matplotlib/fontlist-v330.json,matplotlib.font_manager,8363511616
2025-02-13 11:12:21,704,DEBUG,Setting JobRuntime:name=UNKNOWN_NAME,hydra.core.utils,8363511616
2025-02-13 11:12:21,704,DEBUG,Setting JobRuntime:name=app,hydra.core.utils,8363511616
2025-02-13 11:12:24,478,INFO,PatchConfig initialized successfully.,root,8363511616
2025-02-13 11:12:24,666,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-13 11:12:24,667,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-13 11:12:24,667,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-13 11:12:24,667,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-13 11:12:24,851,INFO,Initializing SAM2 CellSegmentor...,root,8363511616
2025-02-13 11:12:25,196,INFO,Loaded checkpoint sucessfully,root,8363511616
2025-02-13 11:12:25,459,DEBUG,STREAM b'IHDR' 16 13,PIL.PngImagePlugin,8363511616
2025-02-13 11:12:25,460,DEBUG,STREAM b'sRGB' 41 1,PIL.PngImagePlugin,8363511616
2025-02-13 11:12:25,460,DEBUG,STREAM b'pHYs' 54 9,PIL.PngImagePlugin,8363511616
2025-02-13 11:12:25,460,DEBUG,STREAM b'IDAT' 75 21949,PIL.PngImagePlugin,8363511616
2025-02-13 11:12:26,583,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_13-11_12/,root,8363511616
2025-02-13 11:12:26,583,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_13-11_12/,root,8363511616
2025-02-13 11:12:26,589,DEBUG,Adding config GUI for Calibration,root,8363511616
2025-02-13 11:12:26,589,DEBUG,Adding config GUI for Calibration,root,8363511616
2025-02-13 11:12:26,589,WARNING,Use method 'params' via param namespace ,param.CalibrationConfig,8363511616
2025-02-13 11:12:26,589,WARNING,Use method 'params' via param namespace ,param.CalibrationConfig,8363511616
2025-02-13 11:12:26,592,DEBUG,Config GUI added,root,8363511616
2025-02-13 11:12:26,592,DEBUG,Config GUI added,root,8363511616
2025-02-13 11:12:26,592,DEBUG,Adding config GUI for Patch,root,8363511616
2025-02-13 11:12:26,592,DEBUG,Adding config GUI for Patch,root,8363511616
2025-02-13 11:12:26,593,WARNING,Use method 'params' via param namespace ,param.PatchConfig,8363511616
2025-02-13 11:12:26,593,WARNING,Use method 'params' via param namespace ,param.PatchConfig,8363511616
2025-02-13 11:12:26,595,DEBUG,Config GUI added,root,8363511616
2025-02-13 11:12:26,595,DEBUG,Config GUI added,root,8363511616
2025-02-13 11:12:26,596,DEBUG,Added config GUI.,root,8363511616
2025-02-13 11:12:26,596,DEBUG,Added config GUI.,root,8363511616
2025-02-13 11:12:26,596,DEBUG,Added 'Auto Patching' tab.,root,8363511616
2025-02-13 11:12:26,596,DEBUG,Added 'Auto Patching' tab.,root,8363511616
2025-02-13 11:12:26,596,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_13-11_12/,root,8363511616
2025-02-13 11:12:26,596,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_13-11_12/,root,8363511616
2025-02-13 11:12:26,602,DEBUG,Pressure set to: 45,holypipette.devices.pressurecontroller.BasePressureController.FakePressureController,8363511616
2025-02-13 11:12:26,602,DEBUG,Pressure set to: 45,holypipette.devices.pressurecontroller.BasePressureController.FakePressureController,8363511616
2025-02-13 11:12:26,684,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_13-11_12/,root,8363511616
2025-02-13 11:12:26,684,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_13-11_12/,root,8363511616
2025-02-13 11:12:28,528,DEBUG,z position of the microscope: 1425000.0,holypipette.interface.patch.AutoPatchInterface,13815459840
2025-02-13 11:12:28,528,DEBUG,z position of the microscope: 1425000.0,holypipette.interface.patch.AutoPatchInterface,13815459840
2025-02-13 11:12:47,932,INFO,closing GUI,root,8363511616
2025-02-13 11:12:47,932,INFO,closing GUI,root,8363511616
2025-02-13 11:12:51,049,ERROR,Uncaught exception,root,"8363511616
Traceback (most recent call last):
  File ""/Users/kadenstillwagon/holypipette-pbl/holypipette-pbl/holypipette/gui/graph.py""", line 448," in closeEvent
    self.recorder.close()
  File ""/Users/kadenstillwagon/holypipette-pbl/holypipette-pbl/holypipette/utils/FileLogger.py""", line 171," in close
    self.write_frame.wait()
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'wait'"
2025-02-13 11:12:51,049,ERROR,Uncaught exception,root,"8363511616
Traceback (most recent call last):
  File ""/Users/kadenstillwagon/holypipette-pbl/holypipette-pbl/holypipette/gui/graph.py""", line 448," in closeEvent
    self.recorder.close()
  File ""/Users/kadenstillwagon/holypipette-pbl/holypipette-pbl/holypipette/utils/FileLogger.py""", line 171," in close
    self.write_frame.wait()
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'wait'"
2025-02-13 11:13:08,396,INFO,Program Started,root,8363511616
2025-02-13 11:13:09,406,DEBUG,matplotlib data path: /opt/homebrew/Caskroom/miniforge/base/envs/moscow/lib/python3.11/site-packages/matplotlib/mpl-data,matplotlib,8363511616
2025-02-13 11:13:09,408,DEBUG,CONFIGDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-13 11:13:09,409,DEBUG,interactive is False,matplotlib,8363511616
2025-02-13 11:13:09,409,DEBUG,platform is darwin,matplotlib,8363511616
2025-02-13 11:13:09,465,DEBUG,CACHEDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-13 11:13:09,466,DEBUG,Using fontManager instance from /Users/kadenstillwagon/.matplotlib/fontlist-v330.json,matplotlib.font_manager,8363511616
2025-02-13 11:13:09,693,DEBUG,Setting JobRuntime:name=UNKNOWN_NAME,hydra.core.utils,8363511616
2025-02-13 11:13:09,693,DEBUG,Setting JobRuntime:name=app,hydra.core.utils,8363511616
2025-02-13 11:13:11,221,INFO,PatchConfig initialized successfully.,root,8363511616
2025-02-13 11:13:11,290,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-13 11:13:11,290,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-13 11:13:11,291,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-13 11:13:11,291,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-13 11:13:11,352,INFO,Initializing SAM2 CellSegmentor...,root,8363511616
2025-02-13 11:13:11,643,INFO,Loaded checkpoint sucessfully,root,8363511616
2025-02-13 11:13:11,882,DEBUG,STREAM b'IHDR' 16 13,PIL.PngImagePlugin,8363511616
2025-02-13 11:13:11,883,DEBUG,STREAM b'sRGB' 41 1,PIL.PngImagePlugin,8363511616
2025-02-13 11:13:11,883,DEBUG,STREAM b'pHYs' 54 9,PIL.PngImagePlugin,8363511616
2025-02-13 11:13:11,883,DEBUG,STREAM b'IDAT' 75 21949,PIL.PngImagePlugin,8363511616
2025-02-13 11:13:12,720,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_13-11_13/,root,8363511616
