Time(HH:MM:SS),Time(ms),Level,Message,Logger Name,Thread ID
2025-02-12 10:10:29,777,INFO,Program Started,root,8363511616
2025-02-12 10:10:31,241,DEBUG,matplotlib data path: /opt/homebrew/Caskroom/miniforge/base/envs/moscow/lib/python3.11/site-packages/matplotlib/mpl-data,matplotlib,8363511616
2025-02-12 10:10:31,244,DEBUG,CONFIGDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-12 10:10:31,245,DEBUG,interactive is False,matplotlib,8363511616
2025-02-12 10:10:31,245,DEBUG,platform is darwin,matplotlib,8363511616
2025-02-12 10:10:31,303,DEBUG,CACHEDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-12 10:10:31,304,DEBUG,Using fontManager instance from /Users/kadenstillwagon/.matplotlib/fontlist-v330.json,matplotlib.font_manager,8363511616
2025-02-12 10:10:31,540,DEBUG,Setting JobRuntime:name=UNKNOWN_NAME,hydra.core.utils,8363511616
2025-02-12 10:10:31,540,DEBUG,Setting JobRuntime:name=app,hydra.core.utils,8363511616
2025-02-12 10:10:33,491,INFO,PatchConfig initialized successfully.,root,8363511616
2025-02-12 10:10:33,566,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-12 10:10:33,566,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-12 10:10:33,566,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-12 10:10:33,566,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-12 10:10:33,637,INFO,Initializing SAM2 CellSegmentor...,root,8363511616
2025-02-12 10:10:33,980,INFO,Loaded checkpoint sucessfully,root,8363511616
2025-02-12 10:10:34,240,DEBUG,STREAM b'IHDR' 16 13,PIL.PngImagePlugin,8363511616
2025-02-12 10:10:34,240,DEBUG,STREAM b'sRGB' 41 1,PIL.PngImagePlugin,8363511616
2025-02-12 10:10:34,240,DEBUG,STREAM b'pHYs' 54 9,PIL.PngImagePlugin,8363511616
2025-02-12 10:10:34,240,DEBUG,STREAM b'IDAT' 75 21949,PIL.PngImagePlugin,8363511616
2025-02-12 10:10:35,268,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_10/,root,8363511616
2025-02-12 10:10:35,268,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_10/,root,8363511616
2025-02-12 10:10:35,277,DEBUG,Adding config GUI for Calibration,root,8363511616
2025-02-12 10:10:35,277,DEBUG,Adding config GUI for Calibration,root,8363511616
2025-02-12 10:10:35,278,WARNING,Use method 'params' via param namespace ,param.CalibrationConfig,8363511616
2025-02-12 10:10:35,278,WARNING,Use method 'params' via param namespace ,param.CalibrationConfig,8363511616
2025-02-12 10:10:35,283,DEBUG,Config GUI added,root,8363511616
2025-02-12 10:10:35,283,DEBUG,Config GUI added,root,8363511616
2025-02-12 10:10:35,283,DEBUG,Adding config GUI for Patch,root,8363511616
2025-02-12 10:10:35,283,DEBUG,Adding config GUI for Patch,root,8363511616
2025-02-12 10:10:35,283,WARNING,Use method 'params' via param namespace ,param.PatchConfig,8363511616
2025-02-12 10:10:35,283,WARNING,Use method 'params' via param namespace ,param.PatchConfig,8363511616
2025-02-12 10:10:35,292,DEBUG,Config GUI added,root,8363511616
2025-02-12 10:10:35,292,DEBUG,Config GUI added,root,8363511616
2025-02-12 10:10:35,293,DEBUG,Added config GUI.,root,8363511616
2025-02-12 10:10:35,293,DEBUG,Added config GUI.,root,8363511616
2025-02-12 10:10:35,293,DEBUG,Added 'Auto Patching' tab.,root,8363511616
2025-02-12 10:10:35,293,DEBUG,Added 'Auto Patching' tab.,root,8363511616
2025-02-12 10:10:35,293,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_10/,root,8363511616
2025-02-12 10:10:35,293,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_10/,root,8363511616
2025-02-12 10:10:35,297,DEBUG,Pressure set to: 45,holypipette.devices.pressurecontroller.BasePressureController.FakePressureController,8363511616
2025-02-12 10:10:35,297,DEBUG,Pressure set to: 45,holypipette.devices.pressurecontroller.BasePressureController.FakePressureController,8363511616
2025-02-12 10:10:35,380,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_10/,root,8363511616
2025-02-12 10:10:35,380,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_10/,root,8363511616
2025-02-12 10:14:30,396,INFO,closing GUI,root,8363511616
2025-02-12 10:14:30,396,INFO,closing GUI,root,8363511616
2025-02-12 10:14:31,771,ERROR,Uncaught exception,root,"8363511616
Traceback (most recent call last):
  File ""/Users/kadenstillwagon/holypipette-pbl/holypipette-pbl/holypipette/gui/graph.py""", line 448," in closeEvent
    self.recorder.close()
  File ""/Users/kadenstillwagon/holypipette-pbl/holypipette-pbl/holypipette/utils/FileLogger.py""", line 171," in close
    self.write_frame.wait()
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'wait'"
2025-02-12 10:14:31,771,ERROR,Uncaught exception,root,"8363511616
Traceback (most recent call last):
  File ""/Users/kadenstillwagon/holypipette-pbl/holypipette-pbl/holypipette/gui/graph.py""", line 448," in closeEvent
    self.recorder.close()
  File ""/Users/kadenstillwagon/holypipette-pbl/holypipette-pbl/holypipette/utils/FileLogger.py""", line 171," in close
    self.write_frame.wait()
    ^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'wait'"
2025-02-12 10:14:42,832,INFO,Program Started,root,8363511616
2025-02-12 10:14:43,923,DEBUG,matplotlib data path: /opt/homebrew/Caskroom/miniforge/base/envs/moscow/lib/python3.11/site-packages/matplotlib/mpl-data,matplotlib,8363511616
2025-02-12 10:14:43,926,DEBUG,CONFIGDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-12 10:14:43,927,DEBUG,interactive is False,matplotlib,8363511616
2025-02-12 10:14:43,927,DEBUG,platform is darwin,matplotlib,8363511616
2025-02-12 10:14:43,981,DEBUG,CACHEDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-12 10:14:43,982,DEBUG,Using fontManager instance from /Users/kadenstillwagon/.matplotlib/fontlist-v330.json,matplotlib.font_manager,8363511616
2025-02-12 10:14:44,187,DEBUG,Setting JobRuntime:name=UNKNOWN_NAME,hydra.core.utils,8363511616
2025-02-12 10:14:44,187,DEBUG,Setting JobRuntime:name=app,hydra.core.utils,8363511616
2025-02-12 10:14:45,749,INFO,PatchConfig initialized successfully.,root,8363511616
2025-02-12 10:14:45,834,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-12 10:14:45,834,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-12 10:14:45,834,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-12 10:14:45,834,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-12 10:14:45,930,INFO,Initializing SAM2 CellSegmentor...,root,8363511616
2025-02-12 10:14:46,249,INFO,Loaded checkpoint sucessfully,root,8363511616
2025-02-12 10:14:46,482,DEBUG,STREAM b'IHDR' 16 13,PIL.PngImagePlugin,8363511616
2025-02-12 10:14:46,482,DEBUG,STREAM b'sRGB' 41 1,PIL.PngImagePlugin,8363511616
2025-02-12 10:14:46,482,DEBUG,STREAM b'pHYs' 54 9,PIL.PngImagePlugin,8363511616
2025-02-12 10:14:46,482,DEBUG,STREAM b'IDAT' 75 21949,PIL.PngImagePlugin,8363511616
2025-02-12 10:14:47,393,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_14/,root,8363511616
2025-02-12 10:14:47,393,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_14/,root,8363511616
2025-02-12 10:14:47,396,DEBUG,Adding config GUI for Calibration,root,8363511616
2025-02-12 10:14:47,396,DEBUG,Adding config GUI for Calibration,root,8363511616
2025-02-12 10:14:47,396,WARNING,Use method 'params' via param namespace ,param.CalibrationConfig,8363511616
2025-02-12 10:14:47,396,WARNING,Use method 'params' via param namespace ,param.CalibrationConfig,8363511616
2025-02-12 10:14:47,398,DEBUG,Config GUI added,root,8363511616
2025-02-12 10:14:47,398,DEBUG,Config GUI added,root,8363511616
2025-02-12 10:15:44,804,INFO,Program Started,root,8363511616
2025-02-12 10:15:45,754,DEBUG,matplotlib data path: /opt/homebrew/Caskroom/miniforge/base/envs/moscow/lib/python3.11/site-packages/matplotlib/mpl-data,matplotlib,8363511616
2025-02-12 10:15:45,756,DEBUG,CONFIGDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-12 10:15:45,757,DEBUG,interactive is False,matplotlib,8363511616
2025-02-12 10:15:45,757,DEBUG,platform is darwin,matplotlib,8363511616
2025-02-12 10:15:45,814,DEBUG,CACHEDIR=/Users/kadenstillwagon/.matplotlib,matplotlib,8363511616
2025-02-12 10:15:45,815,DEBUG,Using fontManager instance from /Users/kadenstillwagon/.matplotlib/fontlist-v330.json,matplotlib.font_manager,8363511616
2025-02-12 10:15:45,989,DEBUG,Setting JobRuntime:name=UNKNOWN_NAME,hydra.core.utils,8363511616
2025-02-12 10:15:45,989,DEBUG,Setting JobRuntime:name=app,hydra.core.utils,8363511616
2025-02-12 10:15:47,283,INFO,PatchConfig initialized successfully.,root,8363511616
2025-02-12 10:15:47,356,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-12 10:15:47,356,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-12 10:15:47,356,DEBUG,Creating converter from 7 to 5,h5py._conv,8363511616
2025-02-12 10:15:47,356,DEBUG,Creating converter from 5 to 7,h5py._conv,8363511616
2025-02-12 10:15:47,421,INFO,Initializing SAM2 CellSegmentor...,root,8363511616
2025-02-12 10:15:47,713,INFO,Loaded checkpoint sucessfully,root,8363511616
2025-02-12 10:15:47,937,DEBUG,STREAM b'IHDR' 16 13,PIL.PngImagePlugin,8363511616
2025-02-12 10:15:47,937,DEBUG,STREAM b'sRGB' 41 1,PIL.PngImagePlugin,8363511616
2025-02-12 10:15:47,937,DEBUG,STREAM b'pHYs' 54 9,PIL.PngImagePlugin,8363511616
2025-02-12 10:15:47,937,DEBUG,STREAM b'IDAT' 75 21949,PIL.PngImagePlugin,8363511616
2025-02-12 10:15:48,814,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_15/,root,8363511616
2025-02-12 10:15:48,814,INFO,FileLogger initialized. Folder path set to: experiments/Data/rig_recorder_data/2025_02_12-10_15/,root,8363511616
2025-02-12 10:15:48,818,DEBUG,Adding config GUI for Calibration,root,8363511616
2025-02-12 10:15:48,818,DEBUG,Adding config GUI for Calibration,root,8363511616
2025-02-12 10:15:48,818,WARNING,Use method 'params' via param namespace ,param.CalibrationConfig,8363511616
2025-02-12 10:15:48,818,WARNING,Use method 'params' via param namespace ,param.CalibrationConfig,8363511616
2025-02-12 10:15:48,820,DEBUG,Config GUI added,root,8363511616
2025-02-12 10:15:48,820,DEBUG,Config GUI added,root,8363511616
2025-02-12 10:16:43,359,INFO,Program Started,root,8363511616
2025-02-12 10:16:44,319,DEBUG,matplotlib data path: /opt/homebrew/Caskroom/miniforge/base/envs/moscow/lib/python3.11/site-packages/matplotlib/mpl-data,matplotlib,8363511616
